paragraph,predict_label
aims to empower employees to report misconduct Our ,"0
"
We continue to strengthen our approach to embed ,"4
"
In 2021 Visa reinforced its commitment to ethical ,"0
"
and Audit directly impact the compensation of business ,"0
"
perspectives and contribute to policy dialogue on the future ,"12
"
In 2021 Visa participated in a range of collaborative ,"12
"
help shape the future of digital payments Through our ,"1
"
to drive digital transformation and further enable access to ,"2
"
Visa is committed to transparency around our political ,"0
"
involvement We publish an annual Visa Inc Corporate ,"12
"
of all US trade associations to which Visa pays annual ,"12
"
membership dues that are 25000 or more and if ,"12
"
applicable the portion of dues that were used for political ,"12
"
	  Contributing to the World Economic Forums Data for ,"12
"
Visa contributes its expertise in digital payments to ,"0
"
Growth for All focused on the growth of digital ,"3
"
goals such as supporting the government of Japan in ,"12
"
dialogue on the nexus of fintech innovation and digital ,"3
"
expenditures In the United States we disclose all ,"12
"
Through Visa University we also provide training and ,"2
"
PAC in accordance with the requirements of the Federal ,"12
"
around the world to allow us to foster the exchange of ,"12
"
Election Commission In 2021 we made updates to our ,"12
"
ideas on legal and economic aspects of digital ,"12
"
PAC Giving Criteria for proposed contributions which was ,"12
"
Visa also engages in strategic partnerships with a wide range ,"3
"
think tanks and other policy organizations to share ,"12
"
	  Collaborating with the Institute of International Finance on ,"12
"
Relationships are at the heart of Visas business We know ,"10
"
that trust must be continuously earned and are committed ,"0
"
to being a transparent and reliable partner in business and ,"0
"
we serve Visa operates globally and seeks to comply with ,"12
"
organization to collect data and measure the ESG impact ,"3
"
responsibly and sustainably extends to our suppliers and ,"17
"
of the Supplier Code of Conduct Supplier Code and ,"17
"
Visa has expanded its engagement with our top suppliers ,"17
"
requests for proposal as part of weighted scoring for ,"12
"
suppliers in addition to diversity and social responsibility ,"8
"
Our global Supplier Code outlines our expectations in ,"17
"
A global team of tax professionals in close coordination ,"12
"
with business units manages tax affairs in every Visa ,"12
"
region Everyone working for or on behalf of Visa shares a ,"12
"
responsibility to follow our Code of Business Conduct and ,"0
"
Ethics and work with integrity Visa has a zerotolerance ,"0
"
approach to tax evasion or the facilitation of tax evasion ,"12
"
interest and other aspects of responsible business We ,"12
"
reference the Supplier Code in our global Governing ,"17
"
Agreements with suppliers and in our Global Sourcing ,"17
"
Policy We also send the Supplier Code to new suppliers ,"17
"
When identifying new suppliers to work with Visa we aim ,"17
"
oversight committees and ultimately the Board of Directors ,"7
"
to partner with suppliers that share the same respect for ,"17
"
In addition to following the letter of the law we strive to ,"12
"
adhere to the spirit of tax laws Visa insists on adherence ,"12
"
to our values honoring our commitments and avoiding ,"10
"
activities that could adversely affect our reputation We ,"0
"
make tax planning decisions in a manner that is consistent ,"12
"
evaluating the tax implications and risks related to ,"12
"
Visas statement on tax compliance and governance is ,"12
"
international human rights standards such as the Universal ,"10
"
human rights should be consistent with the UN Guiding ,"10
"
Principles on Business and Human Rights Suppliers are ,"10
"
expected to comply with all applicable legal requirements ,"12
"
In 2021 Visa took additional steps to engage prospective ,"12
"
integration of various ESG topics and plans to improve ,"3
"
To complement these efforts we are partnering with ,"12
"
Expanding engagement with diverse suppliers is a priority ,"17
"
business imperative that adds value to our brand provides ,"3
"
a competitive advantage and reflects our customer base ,"4
"
We strive to include inclusion and diversity provisions in ,"8
"
new sourcing agreements in North America operations and ,"17
"
commit to working with qualified suppliers who fully meet ,"17
"
the criteria established in our Supplier Diversity Program ,"8
"
Visa partners with a thirdparty supplier to provide up to ,"17
"
our suppliers allowing us to report more accurately with ,"17
"
As part of Visas Stand Together Initiative we have made ,"10
"
significant investments in and commitments to fostering a ,"12
"
diverse supplier base Our progress on the following goals ,"17
"
is reported internally to the Visa Executive Committee on ,"12
"
We recognize our responsibility to respect and where ,"10
"
a quarterly basis identifying progress and opportunities for ,"10
"
	  Increasing the number of diverse suppliers in our ,"17
"
in the Universal Declaration of Human Rights and the ,"10
"
Fundamental Principles and Rights at Work Our approach ,"10
"
to respecting human rights is informed by the United ,"10
"
Nations Guiding Principles on Business and Human Rights ,"10
"
The HRWG shares progress with members of the Visa ,"12
"
executive team and Board of Directors on a regular basis ,"7
"
of its overarching ESG responsibility as detailed in the ,"3
"
Rights Impact Assessment in 2020 Through this global ,"10
"
risks resulting from our operations network supply chain ,"17
"
	  Requiring diverse sourcing options for spend across RFPs ,"4
"
information and data on their specific use of small and ,"22
"
diverse suppliers We have implemented a system to track ,"17
"
Visa also invests in tools and memberships with diverse ,"8
"
In 2021 Visa expanded Supplier Diversity programs to ,"8
"
on data availability The expansion focused on small and ,"1
"
individuals For example an area of focus in South Africa ,"10
"
was on women and the Broad Based Black Economic ,"11
"
Informed by this assessment our human rights strategy ,"10
"
In 2021 Visa advanced our human rights due diligence ,"10
"
focuses on mitigating risks emanating from Visas role as aan ,"18
"
	  Conducting a review of the human rights implications ,"10
"
We acknowledge and respect the human rights of each ,"10
"
of artificial intelligence AI and Visas current approach ,"1
"
employee Our Code of Business Conduct and Ethics ,"0
"
a workplace safe from retaliation Policies contributing to ,"0
"
the respect of human rights of our employees include ,"10
"
We acknowledge and respect the human rights of ,"10
"
workers in our supply chain Our Supplier Code outlines ,"17
"
stakeholders at the Centre for Sport and Human ,"10
"
Rights as cofounding supporter and member of the ,"10
"
	  Engaging with major sporting bodies and other human ,"12
"
rights stakeholders to help advance human rights in ,"10
"
	  Reviewing Visas approach to human rights due diligence ,"10
"
We publish an annual UK Modern Slavery Act Transparency ,"0
"
Statement highlighting our efforts to help ensure slavery ,"11
"
and human trafficking are not taking place in our business ,"0
"
 As financial crimes can support and contribute to human ,"0
"
As a sponsor of major sports bodies and events Visa ,"12
"
Council member of the Centre for Sport and Human ,"23
"
In 2021 CSHR announced a strategic plan for the ,"12
"
challenges and trends in sport and human rights and ,"10
"
describes how CSHR will seek to address them in ,"12
"
Human Rights as well as a shared commitment to ,"10
"
rights abuses such as human trafficking we are committed ,"10
"
We incorporate respect for human rights into the ,"10
"
and sponsorships including issues at the intersection of ,"12
"
